Color,Quality,Volatile Acidity,Density,Alcohol,pH,Residual Sugar,Sulphates,Chlorides
red,6,0.29,1.0,10.1,3.31,2.7,0.61,0.09
white,6,0.16,1.0,10.1,3.38,6.85,0.58,0.05
white,6,0.16,1.0,10.1,3.38,7.3,0.58,0.05
white,6,0.24,0.99,10.1,3.36,3.0,0.68,0.04
white,6,0.24,0.99,10.1,3.36,3.0,0.68,0.04
white,6,0.24,1.0,10.1,3.11,9.5,0.51,0.04
white,6,0.16,0.99,10.1,3.25,0.8,0.51,0.03
red,6,0.48,1.0,10.03,3.07,1.4,0.65,0.09
red,6,0.48,1.0,10.03,3.07,1.4,0.65,0.09
white,6,0.27,1.0,10.03,3.04,15.7,0.62,0.05
white,6,0.39,1.0,10.0,3.33,7.7,0.76,0.04
white,6,0.26,1.0,10.0,3.41,12.7,0.5,0.04
white,6,0.14,0.99,10.0,3.26,7.9,0.36,0.06
white,6,0.14,0.99,10.0,3.26,7.9,0.36,0.06
white,6,0.23,0.99,10.0,3.36,1.3,0.6,0.04
white,6,0.28,0.99,10.0,3.16,1.2,0.67,0.04
white,6,0.26,1.0,10.0,3.22,7.5,0.64,0.04
white,6,0.25,1.0,10.0,3.34,9.0,0.49,0.04
white,6,0.28,0.99,10.0,3.13,1.0,0.41,0.04
red,6,0.22,1.0,10.0,3.61,1.8,0.82,0.06
white,6,0.26,1.0,10.0,3.17,12.9,0.43,0.04
white,6,0.26,1.0,10.0,3.18,12.5,0.41,0.05
white,6,0.34,1.0,10.0,3.35,7.6,0.62,0.05
white,6,0.35,1.0,10.0,3.36,7.3,0.55,0.04
white,6,0.15,1.0,10.0,3.29,7.9,0.31,0.03
red,6,0.42,1.0,10.0,3.06,2.9,0.8,0.08
white,6,0.34,0.99,10.0,3.25,10.8,0.49,0.03
red,6,0.64,1.0,10.0,3.28,2.0,0.6,0.08
white,6,0.2,0.99,10.0,3.49,2.5,0.49,0.05
white,6,0.17,0.99,10.0,3.16,7.4,0.37,0.05
white,6,0.17,0.99,10.0,3.16,7.4,0.37,0.05
white,6,0.15,1.0,10.0,3.21,11.4,0.49,0.05
white,6,0.15,1.0,10.0,3.29,7.9,0.31,0.03
white,6,0.22,0.99,10.0,3.5,1.2,0.47,0.05
white,6,0.13,0.99,10.0,3.12,3.7,0.44,0.02
white,6,0.14,0.99,10.0,3.04,1.1,0.67,0.02
red,6,0.32,1.0,10.0,3.22,1.6,0.78,0.06
red,6,0.42,1.0,10.0,3.06,2.9,0.8,0.08
red,6,0.56,1.0,10.0,3.11,2.8,0.92,0.09
red,6,0.56,1.0,10.0,3.44,1.7,0.63,0.08
white,6,0.32,1.0,10.0,3.08,14.9,0.31,0.04
red,6,0.61,1.0,10.0,3.22,4.0,0.5,0.09
white,6,0.19,1.0,10.0,3.36,6.3,0.54,0.05
white,6,0.17,1.0,10.0,3.36,6.3,0.54,0.05
white,6,0.26,1.0,10.0,2.99,7.8,0.58,0.05
white,6,0.2,0.99,10.0,3.16,1.4,0.43,0.2
white,6,0.22,0.99,10.0,3.16,1.4,0.43,0.21
red,6,0.71,1.0,10.0,3.38,1.6,0.58,0.09
white,6,0.44,1.0,10.0,3.48,14.5,0.36,0.04
white,6,0.22,1.0,10.0,3.12,10.3,0.47,0.06
white,6,0.16,0.99,10.0,3.49,1.4,0.58,0.04
white,6,0.18,1.0,10.0,3.22,3.0,0.51,0.06
red,6,0.53,1.0,10.0,3.25,1.4,0.64,0.07
white,6,0.21,0.99,10.0,3.38,1.6,0.46,0.05
red,6,0.61,1.0,10.0,3.22,4.0,0.5,0.09
white,6,0.42,1.0,10.0,3.23,6.9,0.37,0.04
white,6,0.2,1.0,10.0,3.14,10.2,0.46,0.05
white,6,0.19,1.0,10.0,3.36,6.3,0.54,0.05
white,6,0.26,1.0,10.0,2.96,15.15,0.6,0.04
white,6,0.34,0.99,10.0,3.19,6.3,0.65,0.04
white,6,0.17,1.0,10.0,3.17,11.3,0.45,0.05
white,6,0.32,0.99,10.0,3.22,2.6,0.64,0.05
white,6,0.24,0.99,10.0,3.2,1.5,0.54,0.05
white,6,0.29,0.99,10.0,3.29,3.0,0.75,0.05
white,6,0.18,1.0,10.0,3.15,13.6,0.5,0.05
white,6,0.16,0.99,10.0,3.27,0.8,0.33,0.04
white,6,0.25,1.0,10.0,3.36,3.7,0.45,0.04
white,6,0.36,0.99,10.0,3.29,6.7,0.63,0.04
white,6,0.19,0.99,10.0,3.06,0.9,0.34,0.04
white,6,0.2,1.0,10.0,3.1,9.7,0.46,0.04
red,6,0.42,1.0,10.0,3.39,2.0,0.78,0.08
white,6,0.27,0.99,10.0,3.21,1.3,0.42,0.04
white,6,0.2,1.0,10.0,3.11,13.9,0.48,0.05
white,6,0.14,0.99,10.0,3.35,1.3,0.46,0.05
white,6,0.24,1.0,10.0,3.2,10.4,0.53,0.04
white,6,0.24,0.99,10.0,3.45,1.0,0.44,0.05
white,6,0.27,1.0,10.0,3.42,1.3,0.47,0.05
white,6,0.26,1.0,10.0,3.1,11.8,0.55,0.06
white,6,0.26,1.0,10.0,3.1,11.8,0.55,0.06
red,6,0.64,1.0,10.0,3.32,2.4,0.6,0.08
white,6,0.33,1.0,10.0,3.17,11.8,0.52,0.06
white,6,0.28,0.99,10.0,3.24,1.1,0.54,0.03
red,6,0.64,1.0,10.0,3.17,1.8,0.42,0.05
white,6,0.24,1.0,10.0,3.11,11.0,0.49,0.04
red,6,0.31,1.0,10.0,3.27,1.6,0.66,0.06
red,6,0.48,1.0,10.0,3.28,2.7,0.56,0.1
red,6,0.25,1.0,10.0,3.42,2.7,0.9,0.09
white,6,0.24,0.99,10.0,2.85,4.9,0.54,0.03
white,6,0.24,0.99,10.0,2.85,4.9,0.54,0.03
red,6,0.54,1.0,10.0,3.39,1.9,0.61,0.08
white,6,0.22,0.99,10.0,2.94,5.0,0.63,0.04
white,6,0.16,1.0,10.0,3.16,9.8,0.38,0.05
white,6,0.39,1.0,10.0,3.05,11.1,0.52,0.03
white,6,0.38,1.0,10.0,3.04,11.8,0.49,0.04
red,6,0.72,1.0,10.0,3.35,2.8,0.56,0.08
red,6,0.53,1.0,10.0,3.33,1.7,0.56,0.08
white,6,0.26,1.0,10.0,3.12,8.2,0.56,0.04
red,6,0.58,1.0,10.0,3.09,1.9,0.63,0.07
red,6,0.43,1.0,10.0,3.19,2.8,0.73,0.09
red,6,0.46,1.0,10.0,3.12,2.7,0.74,0.09
red,6,0.7,1.0,10.0,3.31,1.7,0.53,0.07
red,6,0.34,1.0,10.0,3.19,3.2,0.7,0.08
white,6,0.22,0.99,10.0,3.2,1.3,0.47,0.05
white,6,0.2,0.99,10.0,3.2,1.3,0.45,0.05
white,6,0.26,0.99,10.0,3.13,4.8,0.5,0.05
white,6,0.22,1.0,9.9,3.52,12.0,0.44,0.05
white,6,0.14,1.0,9.9,3.19,9.9,0.33,0.06
white,6,0.11,0.99,9.9,3.2,8.6,0.37,0.04
white,6,0.11,0.99,9.9,3.2,8.6,0.37,0.04
white,6,0.11,0.99,9.9,3.2,8.6,0.37,0.04
white,6,0.2,0.99,9.9,2.99,6.6,0.58,0.05
white,6,0.21,0.99,9.9,3.13,1.4,0.33,0.04
red,6,0.66,1.0,9.9,3.61,2.0,0.96,0.08
white,6,0.25,1.0,9.9,3.38,4.5,0.5,0.06
red,6,0.38,1.0,9.9,3.37,1.8,0.52,0.08
white,6,0.29,0.99,9.9,3.13,4.7,0.45,0.03
white,6,0.3,0.99,9.9,3.12,4.8,0.45,0.03
white,6,0.31,0.99,9.9,3.3,6.4,0.63,0.05
white,6,0.36,1.0,9.9,3.19,1.9,0.48,0.04
white,6,0.34,0.99,9.9,3.36,6.5,0.61,0.03
red,6,0.45,1.0,9.9,3.29,2.0,0.51,0.08
red,6,0.49,1.0,9.9,2.93,1.9,1.95,0.11
red,6,0.49,1.0,9.9,2.93,1.9,1.95,0.11
white,6,0.24,0.99,9.9,3.24,7.1,0.48,0.04
white,6,0.14,0.99,9.9,3.06,6.1,0.6,0.04
white,6,0.12,1.0,9.9,3.2,12.9,0.35,0.05
red,6,0.6,1.0,9.9,3.47,1.8,0.7,0.07
red,6,0.6,1.0,9.9,3.47,1.8,0.7,0.07
red,6,0.66,1.0,9.9,3.61,2.0,0.96,0.08
red,6,0.67,1.0,9.9,3.28,2.7,0.98,0.11
red,6,0.45,1.0,9.9,3.37,2.6,0.91,0.09
white,6,0.32,1.0,9.9,3.14,12.0,0.55,0.05
white,6,0.26,1.0,9.9,3.17,10.7,0.55,0.05
red,6,0.41,1.0,9.9,3.15,3.2,0.89,0.08
red,6,0.41,1.0,9.9,3.15,3.2,0.89,0.08
white,6,0.2,1.0,9.9,3.4,10.0,0.42,0.05
white,6,0.24,0.99,9.9,3.41,1.5,0.55,0.04
white,6,0.18,0.99,9.9,3.04,1.3,0.74,0.04
white,6,0.18,0.99,9.9,3.04,1.3,0.74,0.04
white,6,0.35,0.99,9.9,3.34,1.1,0.68,0.04
white,6,0.24,1.0,9.9,3.22,8.7,0.62,0.04
white,6,0.38,1.0,9.9,3.28,12.6,0.63,0.03
white,6,0.27,0.99,9.9,3.1,1.5,0.43,0.04
white,6,0.25,1.0,9.9,3.39,13.5,0.46,0.06
white,6,0.28,1.0,9.9,3.13,13.8,0.4,0.04
white,6,0.28,1.0,9.9,3.13,13.8,0.4,0.04
red,6,0.68,1.0,9.9,3.5,1.8,0.7,0.08
white,6,0.31,0.99,9.9,3.14,1.2,0.44,0.04
white,6,0.32,0.99,9.9,3.18,1.2,0.46,0.05
white,6,0.31,1.0,9.9,3.29,8.6,0.64,0.05
red,6,0.23,1.0,9.9,3.14,1.8,0.7,0.07
white,6,0.24,0.99,9.9,3.27,1.4,0.39,0.17
white,6,0.26,1.0,9.9,3.39,7.1,0.58,0.04
white,6,0.36,0.99,9.9,3.18,1.5,0.41,0.05
white,6,0.26,1.0,9.9,3.39,7.1,0.58,0.04
white,6,0.18,1.0,9.9,3.14,10.2,0.43,0.06
white,6,0.36,1.0,9.9,3.46,13.5,0.39,0.04
white,6,0.41,0.99,9.9,3.2,6.8,0.41,0.06
white,6,0.41,0.99,9.9,3.2,6.8,0.41,0.06
white,6,0.4,1.0,9.9,3.2,6.7,0.41,0.06
red,6,0.53,1.0,9.9,3.21,2.0,0.68,0.06
white,6,0.19,1.0,9.9,3.18,8.9,0.46,0.04
white,6,0.3,0.99,9.9,3.2,2.25,0.62,0.04
white,6,0.23,1.0,9.9,3.19,8.5,0.4,0.06
white,6,0.23,1.0,9.9,3.19,8.5,0.4,0.06
white,6,0.2,0.99,9.9,3.36,1.2,0.34,0.04
white,6,0.24,1.0,9.9,3.12,9.4,0.61,0.04
red,6,0.43,1.0,9.9,3.26,2.1,0.54,0.07
white,6,0.36,0.99,9.9,3.17,6.4,0.62,0.04
white,6,0.35,1.0,9.9,3.16,12.4,0.51,0.05
white,6,0.18,0.99,9.9,3.28,0.8,0.48,0.04
white,6,0.35,1.0,9.9,3.16,12.4,0.51,0.05
red,6,0.52,1.0,9.9,3.26,2.7,0.57,0.08
white,6,0.16,0.99,9.9,3.06,6.3,0.58,0.04
white,6,0.24,1.0,9.9,3.08,11.3,0.53,0.04
white,6,0.2,0.99,9.9,3.34,2.5,0.5,0.05
white,6,0.41,0.99,9.9,3.24,1.3,0.61,0.04
white,6,0.16,0.99,9.9,3.18,5.7,0.55,0.05
white,6,0.17,1.0,9.9,3.34,9.9,0.5,0.05
white,6,0.17,1.0,9.9,3.34,9.9,0.5,0.05
white,6,0.15,0.99,9.9,3.16,7.8,0.4,0.05
white,6,0.29,1.0,9.9,3.11,12.4,0.56,0.05
white,6,0.24,0.99,9.9,3.3,1.8,0.43,0.05
red,6,1.04,1.0,9.9,3.22,2.2,0.55,0.08
white,6,0.38,1.0,9.9,3.13,9.7,0.65,0.06
white,6,0.19,1.0,9.9,3.06,7.1,0.52,0.06
white,6,0.12,0.99,9.9,3.09,5.5,0.57,0.03
white,6,0.22,0.99,9.9,3.22,6.6,0.49,0.04
white,6,0.21,0.99,9.9,3.22,6.5,0.49,0.05
white,6,0.27,1.0,9.9,3.48,9.7,0.75,0.04
red,6,0.63,1.0,9.8,3.26,2.0,0.58,0.08
red,6,0.63,1.0,9.8,3.26,2.0,0.58,0.08
red,6,0.58,1.0,9.8,3.08,1.8,0.49,0.1
white,6,0.43,1.0,9.8,3.14,11.9,0.54,0.04
white,6,0.19,0.99,9.8,3.12,1.5,0.46,0.15
white,6,0.21,1.0,9.8,3.55,14.5,0.44,0.06
red,6,0.5,1.0,9.8,3.28,1.8,0.87,0.18
white,6,0.25,1.0,9.8,3.51,19.4,0.45,0.05
white,6,0.17,0.99,9.8,3.21,1.0,0.42,0.03
red,6,0.77,1.0,9.8,3.27,2.1,0.5,0.08
white,6,0.23,1.0,9.8,3.35,12.2,0.52,0.04
white,6,0.21,1.0,9.8,3.26,7.2,0.56,0.04
red,6,0.6,1.0,9.8,3.29,2.1,0.56,0.08
white,6,0.22,1.0,9.8,3.08,9.7,0.49,0.04
white,6,0.22,1.0,9.8,3.08,9.7,0.49,0.04
red,6,0.6,1.0,9.8,3.29,2.1,0.56,0.08
white,6,0.14,0.99,9.8,3.05,5.6,0.57,0.04
white,6,0.24,1.0,9.8,3.19,10.1,0.51,0.03
red,6,0.28,1.0,9.8,3.16,1.9,0.58,0.08
white,6,0.23,1.0,9.8,3.11,8.6,0.32,0.05
white,6,0.46,1.0,9.8,3.08,11.5,0.56,0.05
white,6,0.25,1.0,9.8,3.1,10.8,0.5,0.05
red,6,0.53,1.0,9.8,3.35,1.7,0.48,0.07
red,6,0.39,1.0,9.8,3.3,1.8,0.75,0.12
red,6,0.39,1.0,9.8,3.3,1.8,0.75,0.12
red,6,0.38,1.0,9.8,3.17,2.6,0.68,0.09
white,6,0.37,1.0,9.8,3.1,11.6,0.51,0.03
white,6,0.37,1.0,9.8,3.1,11.6,0.51,0.03
white,6,0.36,1.0,9.8,3.31,10.4,0.56,0.06
white,6,0.36,1.0,9.8,3.31,10.4,0.56,0.06
white,6,0.15,0.99,9.8,3.22,1.6,0.38,0.05
red,6,0.63,1.0,9.8,3.53,2.2,0.58,0.08
white,6,0.22,1.0,9.8,3.14,14.0,0.45,0.05
white,6,0.24,1.0,9.8,3.2,6.7,0.56,0.05
red,6,0.49,1.0,9.8,3.38,1.7,0.64,0.08
white,6,0.26,0.99,9.8,2.99,1.5,0.61,0.05
white,6,0.26,0.99,9.8,3.08,2.2,0.6,0.05
white,6,0.23,1.0,9.8,3.42,12.8,0.42,0.06
white,6,0.27,0.99,9.8,3.32,1.4,0.44,0.05
white,6,0.27,1.0,9.8,3.34,13.9,0.5,0.05
white,6,0.22,1.0,9.8,3.14,14.0,0.45,0.05
white,6,0.21,0.99,9.8,3.19,1.2,0.33,0.04
white,6,0.21,0.99,9.8,3.19,1.2,0.33,0.04
white,6,0.19,1.0,9.8,3.14,8.9,0.57,0.05
white,6,0.2,1.0,9.8,3.14,9.1,0.58,0.04
white,6,0.31,1.0,9.8,3.13,7.4,0.46,0.07
white,6,0.25,1.0,9.8,3.51,12.4,0.47,0.06
red,6,0.57,0.99,9.8,3.16,1.5,0.54,0.07
red,6,0.57,0.99,9.8,3.16,1.5,0.54,0.07
white,6,0.2,1.0,9.8,3.3,8.1,0.54,0.05
white,6,0.18,1.0,9.8,3.3,8.1,0.54,0.05
white,6,0.18,1.0,9.8,3.3,8.1,0.54,0.05
white,6,0.32,1.0,9.8,3.22,6.6,0.46,0.03
white,6,0.41,1.0,9.8,3.44,14.0,0.53,0.05
white,6,0.41,1.0,9.8,3.44,14.0,0.53,0.05
white,6,0.41,1.0,9.8,3.44,14.0,0.53,0.05
white,6,0.37,0.99,9.8,3.29,1.0,0.72,0.05
white,6,0.26,0.99,9.8,2.99,1.5,0.61,0.05
white,6,0.13,0.99,9.8,3.21,1.6,0.36,0.09
white,6,0.31,1.0,9.8,3.13,7.4,0.46,0.07
red,6,0.64,1.0,9.8,3.38,2.0,0.59,0.08
white,6,0.26,1.0,9.8,3.33,11.6,0.43,0.04
white,6,0.37,0.99,9.8,3.1,4.85,0.5,0.04
red,6,0.31,1.0,9.8,3.03,2.2,0.93,0.08
white,6,0.2,0.99,9.8,3.41,3.6,0.5,0.04
white,6,0.31,0.99,9.8,3.05,1.2,0.54,0.02
white,6,0.31,0.99,9.8,3.05,1.2,0.54,0.02
white,6,0.16,0.99,9.8,3.38,1.5,0.5,0.04
white,6,0.15,1.0,9.8,3.18,15.3,0.42,0.04
white,6,0.22,1.0,9.8,3.29,8.9,0.46,0.05
white,6,0.28,0.99,9.8,3.14,1.3,0.5,0.04
white,6,0.11,1.0,9.8,3.2,14.8,0.35,0.05
white,6,0.11,1.0,9.8,3.2,14.8,0.35,0.05
white,6,0.17,0.99,9.8,3.0,5.1,0.38,0.05
white,6,0.2,0.99,9.8,3.14,3.5,0.36,0.05
white,6,0.2,0.99,9.8,3.14,3.5,0.36,0.05
white,6,0.17,0.99,9.8,3.0,5.1,0.38,0.05
red,6,0.37,1.0,9.8,3.57,1.9,0.62,0.07
red,6,0.74,1.0,9.8,3.24,2.4,0.71,0.09
white,6,0.34,0.99,9.8,3.17,5.8,0.44,0.06
white,6,0.17,0.99,9.8,3.08,6.0,0.54,0.05
white,6,0.34,1.0,9.8,3.14,7.5,0.55,0.04
white,6,0.34,1.0,9.8,3.14,7.5,0.55,0.04
white,6,0.27,1.0,9.8,3.43,8.2,0.64,0.04
red,6,0.31,1.0,9.8,3.14,2.2,0.51,0.06
red,6,0.5,1.0,9.8,3.4,1.5,0.58,0.06
red,6,0.58,1.0,9.8,3.2,2.1,0.48,0.08
red,6,0.69,1.0,9.7,3.35,1.9,0.6,0.11
white,6,0.23,0.99,9.7,3.2,4.0,0.52,0.05
red,6,0.27,1.0,9.7,3.16,2.6,0.67,0.08
white,6,0.15,1.0,9.7,3.15,16.4,0.37,0.06
white,6,0.29,1.0,9.7,3.25,13.2,0.37,0.05
white,6,0.15,0.99,9.7,3.38,1.6,0.51,0.04
red,6,0.39,1.0,9.7,3.09,1.7,0.43,0.08
white,6,0.37,1.0,9.7,3.17,12.0,0.59,0.04
white,6,0.19,1.0,9.7,3.16,10.2,0.5,0.04
white,6,0.42,0.99,9.7,3.18,8.4,0.46,0.05
white,6,0.22,0.99,9.7,3.12,1.2,0.41,0.04
white,6,0.38,0.99,9.7,3.27,1.1,0.43,0.06
red,6,0.4,1.0,9.7,3.43,2.4,0.63,0.08
white,6,0.21,0.99,9.7,3.12,1.1,0.38,0.06
red,6,0.63,1.0,9.7,3.43,2.4,0.76,0.09
white,6,0.1,0.99,9.7,3.43,4.9,0.79,0.05
white,6,0.3,1.0,9.7,3.52,8.2,0.58,0.06
white,6,0.24,1.0,9.7,2.86,10.7,0.36,0.04
white,6,0.24,1.0,9.7,2.86,10.7,0.36,0.04
white,6,0.26,1.0,9.7,3.49,7.2,0.64,0.04
red,6,0.36,1.0,9.7,3.47,2.2,0.77,0.05
white,6,0.25,1.0,9.7,3.14,14.9,0.35,0.04
white,6,0.25,1.0,9.7,3.14,14.9,0.35,0.04
white,6,0.21,1.0,9.7,3.1,7.1,0.45,0.04
white,6,0.18,1.0,9.7,3.11,10.4,0.57,0.04
white,6,0.12,0.99,9.7,3.13,1.2,0.48,0.04
white,6,0.3,1.0,9.7,3.52,8.2,0.58,0.06
red,6,0.74,1.0,9.7,3.2,2.5,0.47,0.08
white,6,0.23,1.0,9.7,2.72,14.1,0.43,0.03
white,6,0.28,1.0,9.7,3.27,4.9,0.51,0.06
white,6,0.26,1.0,9.7,3.38,6.4,0.53,0.04
white,6,0.28,1.0,9.7,3.22,15.7,0.51,0.05
white,6,0.21,1.0,9.7,3.39,5.4,0.46,0.05
white,6,0.58,0.99,9.7,3.34,7.1,0.57,0.04
white,6,0.59,0.99,9.7,3.34,7.0,0.57,0.04
white,6,0.21,0.99,9.7,3.18,4.3,0.53,0.04
white,6,0.23,1.0,9.7,3.06,7.5,0.84,0.05
white,6,0.15,0.99,9.7,3.4,5.3,0.39,0.05
white,6,0.16,0.99,9.7,3.14,1.5,0.42,0.03
white,6,0.23,1.0,9.7,3.04,9.2,0.56,0.04
white,6,0.23,1.0,9.7,3.04,9.2,0.56,0.04
red,6,0.55,1.0,9.7,3.36,2.2,0.59,0.08
white,6,0.18,0.99,9.7,3.47,1.5,0.54,0.03
white,6,0.16,0.99,9.7,3.46,1.5,0.51,0.02
white,6,0.25,1.0,9.7,3.22,13.3,0.48,0.05
white,6,0.24,0.99,9.7,3.3,2.7,0.58,0.05
white,6,0.13,0.99,9.7,3.44,5.3,0.37,0.05
white,6,0.17,0.99,9.7,3.5,2.4,0.5,0.05
white,6,0.17,0.99,9.7,3.5,2.4,0.5,0.05
white,6,0.32,1.0,9.7,3.22,7.7,0.48,0.04
white,6,0.35,0.99,9.7,3.13,1.1,0.36,0.05
red,6,0.61,1.0,9.7,3.48,2.5,0.6,0.08
red,6,0.4,1.0,9.7,3.03,2.1,0.81,0.12
red,6,0.37,1.0,9.7,3.33,2.6,0.68,0.08
white,6,0.35,0.99,9.7,3.13,1.1,0.36,0.05
red,6,0.31,1.0,9.7,3.32,2.3,0.67,0.08
white,6,0.26,1.0,9.7,2.87,11.8,0.49,0.05
red,6,0.59,1.0,9.7,3.55,2.3,0.53,0.08
white,6,0.23,1.0,9.7,2.96,11.4,0.51,0.04
white,6,0.23,1.0,9.7,2.96,11.4,0.51,0.04
red,6,0.59,1.0,9.7,3.55,2.3,0.53,0.08
white,6,0.37,1.0,9.6,3.33,8.3,0.6,0.02
white,6,0.2,1.0,9.6,3.19,15.0,0.53,0.06
red,6,0.37,1.0,9.6,3.34,2.8,0.7,0.09
white,6,0.2,1.0,9.6,3.19,15.0,0.53,0.06
white,6,0.27,0.99,9.6,3.15,4.6,0.49,0.1
white,6,0.14,0.99,9.6,3.29,1.3,0.8,0.06
white,6,0.23,1.0,9.6,3.08,10.0,0.58,0.04
white,6,0.34,0.99,9.6,3.13,1.8,0.37,0.04
white,6,0.31,1.0,9.6,3.2,7.7,0.39,0.05
white,6,0.14,0.99,9.6,3.29,1.3,0.8,0.06
white,6,0.19,0.99,9.6,3.34,6.2,0.43,0.05
white,6,0.36,1.0,9.6,3.2,8.3,0.51,0.05
white,6,0.25,1.0,9.6,3.18,9.9,0.52,0.04
red,6,0.66,1.0,9.6,3.31,1.9,0.54,0.08
white,6,0.12,1.0,9.6,3.44,6.8,0.4,0.06
white,6,0.17,0.99,9.6,3.29,1.6,0.76,0.05
white,6,0.17,0.99,9.6,3.29,1.6,0.76,0.05
white,6,0.17,0.99,9.6,3.29,1.6,0.76,0.05
white,6,0.22,1.0,9.6,3.37,16.9,0.38,0.06
white,6,0.22,1.0,9.6,3.37,16.9,0.38,0.06
white,6,0.19,0.99,9.6,3.18,2.0,0.49,0.05
white,6,0.21,1.0,9.6,3.4,10.9,0.5,0.04
white,6,0.23,1.0,9.6,3.09,2.1,0.5,0.05
white,6,0.16,1.0,9.6,3.39,9.6,0.38,0.06
white,6,0.16,1.0,9.6,3.39,9.6,0.38,0.06
white,6,0.37,1.0,9.6,3.14,6.5,0.45,0.06
white,6,0.15,1.0,9.6,2.94,7.7,0.31,0.05
white,6,0.37,1.0,9.6,3.16,6.3,0.47,0.06
white,6,0.28,1.0,9.6,3.3,12.7,0.79,0.04
white,6,0.28,1.0,9.6,3.3,12.7,0.79,0.04
white,6,0.28,1.0,9.6,3.23,15.4,0.5,0.04
white,6,0.29,1.0,9.6,3.08,13.6,0.59,0.04
white,6,0.21,1.0,9.6,3.09,11.9,0.5,0.04
white,6,0.27,1.0,9.6,3.14,8.7,0.59,0.05
white,6,0.14,0.99,9.6,3.28,4.6,0.4,0.05
white,6,0.34,0.99,9.6,3.14,2.5,0.51,0.07
white,6,0.4,0.99,9.6,3.25,4.4,0.57,0.05
white,6,0.19,1.0,9.6,3.3,6.4,0.33,0.07
red,6,0.53,1.0,9.6,3.26,2.2,0.46,0.08
white,6,0.29,1.0,9.6,3.16,13.1,0.41,0.05
white,6,0.25,0.99,9.6,3.14,5.5,0.49,0.04
white,6,0.25,0.99,9.6,3.14,5.5,0.49,0.04
red,6,0.26,1.0,9.6,3.26,1.4,0.7,0.08
white,6,0.24,1.0,9.6,3.28,12.5,0.77,0.05
red,6,0.47,1.0,9.6,3.3,2.2,0.65,0.06
white,6,0.19,1.0,9.6,3.12,14.2,0.48,0.04
white,6,0.32,0.99,9.6,3.18,7.0,0.47,0.04
white,6,0.28,1.0,9.6,3.34,7.8,0.51,0.04
white,6,0.52,1.0,9.6,3.27,13.2,0.5,0.04
white,6,0.25,1.0,9.6,3.48,15.55,0.64,0.04
white,6,0.27,1.0,9.6,3.18,14.0,0.58,0.05
red,6,0.26,1.0,9.6,3.26,1.4,0.7,0.08
white,6,0.17,1.0,9.6,3.35,7.4,0.52,0.05
white,6,0.17,1.0,9.6,3.35,7.4,0.52,0.05
white,6,0.19,0.99,9.6,3.12,1.4,0.5,0.06
white,6,0.48,0.99,9.6,3.24,1.1,0.36,0.05
red,6,0.78,1.0,9.6,3.16,5.2,0.52,0.09
white,6,0.28,1.0,9.6,3.16,10.2,0.63,0.04
red,6,0.56,1.0,9.6,3.24,2.5,0.66,0.11
white,6,0.24,0.99,9.6,3.34,1.4,0.44,0.04
red,6,0.52,1.0,9.6,3.32,1.4,0.81,0.07
white,6,0.28,1.0,9.6,3.16,7.0,0.49,0.04
red,6,0.52,1.0,9.6,3.32,1.4,0.81,0.07
red,6,0.57,1.0,9.6,3.36,1.6,0.7,0.08
white,6,0.17,0.99,9.6,3.25,1.5,0.49,0.09
white,6,0.25,1.0,9.6,3.11,11.4,0.57,0.04
red,6,0.33,1.0,9.6,3.37,2.5,0.8,0.09
red,6,0.64,1.0,9.6,3.4,5.5,0.55,0.09
white,6,0.27,1.0,9.6,3.16,13.0,0.5,0.05
white,6,0.27,1.0,9.6,3.16,13.0,0.5,0.05
white,6,0.27,1.0,9.6,3.16,13.0,0.5,0.05
white,6,0.27,1.0,9.6,3.16,13.0,0.5,0.05
white,6,0.32,1.0,9.6,3.07,10.4,0.58,0.03
red,6,0.5,1.0,9.6,3.52,2.1,0.72,0.07
red,6,0.51,1.0,9.6,3.47,2.4,0.66,0.09
white,6,0.32,1.0,9.6,3.07,10.4,0.58,0.03
red,6,0.78,1.0,9.57,3.16,5.2,0.52,0.09
red,6,0.68,1.0,9.55,3.31,1.6,0.65,0.09
white,6,0.34,0.99,9.55,3.15,8.1,0.5,0.05
white,6,0.34,0.99,9.53,3.15,8.1,0.5,0.05
white,6,0.34,0.99,9.53,3.15,8.1,0.5,0.05
red,6,0.29,1.0,9.5,3.41,1.7,0.53,0.06
red,6,0.43,1.0,9.5,3.19,2.4,0.63,0.21
red,6,0.41,1.0,9.5,3.19,2.4,0.62,0.21
red,6,0.72,1.0,9.5,3.24,2.3,0.54,0.08
red,6,0.72,1.0,9.5,3.24,2.3,0.54,0.08
white,6,0.29,1.0,9.5,3.16,7.9,0.51,0.05
red,6,0.59,1.0,9.5,3.28,2.8,0.7,0.09
white,6,0.22,1.0,9.5,3.1,12.4,0.47,0.05
white,6,0.22,1.0,9.5,3.1,12.4,0.47,0.05
red,6,0.59,1.0,9.5,3.04,2.0,1.61,0.34
white,6,0.29,1.0,9.5,3.16,7.9,0.51,0.05
red,6,0.46,1.0,9.5,3.32,2.8,0.63,0.09
red,6,0.34,1.0,9.5,3.05,3.2,0.81,0.09
white,6,0.18,0.99,9.5,3.26,7.1,0.41,0.05
white,6,0.18,0.99,9.5,3.26,7.1,0.41,0.05
white,6,0.18,0.99,9.5,3.26,7.1,0.41,0.05
red,6,0.36,1.0,9.5,3.46,1.7,0.62,0.08
